,Name,Symbol,Market Cap
987,"FloridaRockIndustries,Inc.",FRK,"$3,544.60"
988,REEBOKINTLLTD,RBK,"$3,541.80"
989,"TriadHospitals,Inc.",TRI,"$3,536.80"
990,FreescaleSemiconductorInc,FSL,"$3,532.90"
991,FederalRealtyInvestmentTrust,FRT,"$3,524.30"
992,EnterpriseGPHoldingsL.P.,EPE,"$3,523.40"
993,PlainsExploration&ProductionCompany,PXP,"$3,515.50"
994,JohnNuveenCompany(The),JNC,"$3,505.60"
995,"BrinkerInternational,Inc.",EAT,"$3,500.30"
996,PartnerReLtd.,PRE,"$3,491.20"
997,iSharesLehmanTIPSBondFund,TIP,"$3,486.60"
998,PoloRalphLaurenCorporation,RL,"$3,485.90"
999,"UnitedDominionRealtyTrust,Inc.",UDR,"$3,485.90"
1000,TerexCorporation,TEX,"$3,482.70"
1001,"SiliconwarePrecisionIndustriesCompany,Ltd.",SPIL,"$3,477.50"
1002,AlliantEnergyCorporation,LNT,"$3,466.50"
1003,AllianceDataSystemsCorporation,ADS,"$3,466.00"
1004,"RoperIndustries,Inc.",ROP,"$3,461.90"
1005,"CommerceBancshares,Inc.",CBSH,"$3,459.90"
1006,"DadeBehringHoldings,Inc",DADE,"$3,458.80"
1007,CognosIncorporated,COGN,"$3,451.60"
1008,"OutbackSteakhouse,Inc.",OSI,"$3,451.50"
1009,CernerCorporation,CERN,"$3,440.20"
1010,"NasdaqStockMarket,Inc.(The)",NDAQ,"$3,437.10"
1011,"HCCInsuranceHoldings,Inc.",HCC,"$3,436.10"
1012,"Teradyne,Inc.",TER,"$3,430.00"
1013,CytycCorporation,CYTC,"$3,429.90"
1014,SolectronCorporation,SLR,"$3,414.20"
1015,TenetHealthcareCorporation,THC,"$3,412.60"
1016,"DenburyResources,Inc.(HoldingCompany)",DNR,"$3,410.60"
1017,CamdenPropertyTrust,CPT,"$3,393.90"
1018,"EnergizerHoldings,Inc.",ENR,"$3,388.10"
1019,"CommunityHealthSystems,Inc.",CYH,"$3,384.10"
1020,"RylandGroup,Inc.(The)",RYL,"$3,382.70"
1021,InamedCorporation,IMDC,"$3,377.00"
1022,ScottsCompany(The),SMG,"$3,366.20"
1023,TidewaterInc.,TDW,"$3,363.60"
1024,"Owens-Illinois,Inc.",OI,"$3,361.20"
1025,PerusahaanSatltCp,IIT,"$3,346.60"
1026,TimkenCompany(The),TKR,"$3,344.00"
1027,TCFFinancialCorporation,TCB,"$3,342.40"
1028,"CharlesRiverLaboratoriesInternational,Inc.",CRL,"$3,335.20"
1029,"AkamaiTechnologies,Inc.",AKAM,"$3,325.40"
1030,CorporateExecutiveBoardCompany(The),EXBD,"$3,325.40"
1031,GLOBALSIGNALINC,GSL,"$3,314.30"
1032,UTiWorldwideInc.,UTIW,"$3,313.10"
1033,HarscoCorporation,HSC,"$3,306.60"
1034,StreettracksGoldTrust,GLD,"$3,306.30"
1035,RecksonAssociatesRealtyCorporation,RA,"$3,296.60"
1036,"PDLBioPharma,Inc.",PDLI,"$3,289.20"
1037,IndependenceCommunityBankCorp.,ICBC,"$3,279.90"
1038,ErieIndemnityCompany,ERIE,"$3,278.10"
1039,MarkelCorporation,MKL,"$3,272.90"
1040,WhitmanCorporation,PAS,"$3,272.10"
1041,DPLInc.,DPL,"$3,269.80"
1042,"CalDiveInternational,Inc.",CDIS,"$3,267.30"
1043,WFSFinancialInc.,WFSI,"$3,266.50"
1044,"RaymondJamesFinancial,Inc.",RJF,"$3,257.70"
1045,Smurfit-StoneContainerCorporation,SSCC,"$3,247.00"
1046,CelaneseCorporation,CE,"$3,245.80"
1047,RayonierInc.REIT,RYN,"$3,242.70"
1048,"RenalCareGroup,Inc.",RCI,"$3,241.60"
1049,RenaissanceReHoldingsLtd.,RNR,"$3,229.30"
1050,SabreHoldingsCorporation,TSG,"$3,215.10"
1051,"BemisCompany,Inc.",BMS,"$3,213.80"
1052,"MillenniumPharmaceuticals,Inc.",MLNM,"$3,210.10"
1053,"Dai'ei,Inc.",DAIEY,"$3,201.60"
1054,ForestOilCorporation,FST,"$3,198.20"
1055,CompuwareCorporation,CPWR,"$3,196.40"
1056,QLogicCorporation,QLGC,"$3,192.10"
1057,"Synopsys,Inc.",SNPS,"$3,192.10"
1058,CanadianPacLtd,FHR,"$3,189.30"
1059,PactivCorporation,PTV,"$3,186.60"
1060,CMSEnergyCorporation,CMS,"$3,184.80"
1061,CareerEducationCorporation,CECO,"$3,183.20"
1062,AramarkCorporation,RMK,"$3,179.40"
1063,MasseyEnergyCompany,MEE,"$3,172.60"
1064,ZebraTechnologiesCorporation,ZBRA,"$3,168.00"
1065,iSharesS&PMidCap400IndexFund,IJH,"$3,166.50"
1066,"JefferiesGroup,Inc.",JEF,"$3,165.30"
1067,HONINDUSTRIESInc.,HNI,"$3,160.80"
1068,SignetGroupplc,SIG,"$3,160.40"
1069,"Ventas,Inc.",VTR,"$3,159.10"
1070,"ITTEducationalServices,Inc.",ESI,"$3,152.20"
1071,"AffiliatedManagersGroup,Inc.",AMG,"$3,150.40"
1072,"PlainsAllAmericanPipeline,L.P.",PAA,"$3,149.20"
1073,KonamiCorporation,KNM,"$3,146.40"
1074,LoewsCorporation,CG,"$3,144.60"
1075,BorgWarnerInc.,BWA,"$3,142.90"
1076,SPXCorporation,SPW,"$3,139.80"
1077,AmericanNationalInsuranceCompany,ANAT,"$3,137.90"
1078,CARMAXINC,KMX,"$3,134.00"
1079,ProtectiveLifeCorporation,PL,"$3,132.70"
1080,SappiLimited,SPP,"$3,127.10"
1081,PittstonCompany(The),BCO,"$3,125.10"
1082,AgriumInc.,AGU,"$3,120.80"
1083,"CrownCork&SealCompany,Inc.",CCK,"$3,118.60"
1084,RhodiaSA,RHA,"$3,118.30"
1085,IngramMicroInc.,IM,"$3,115.50"
1086,Louisiana-PacificCorporation,LPX,"$3,115.00"
1087,LubrizolCorporation(The),LZ,"$3,110.60"
1088,"ChoiceHotelsInternational,Inc.",CHH,"$3,103.90"
1089,"SymbolTechnologies,Inc.",SBL,"$3,099.50"
1090,JamesHardieIndustriesNV,JHX,"$3,089.60"
1091,"HughesSupply,Inc.",HUG,"$3,085.10"
1092,"CGIGroup,Inc.",GIB,"$3,083.50"
1093,HospitalityProperitesTrust,HPT,"$3,083.30"
1094,"ReliantResources,Inc.",RRI,"$3,083.10"
1095,CAPITALSOURCEINC,CSE,"$3,082.60"
1096,"ManorCare,Inc.",HCR,"$3,078.30"
1097,MercuryGeneralCorporation,MCY,"$3,077.80"
1098,iSharesS&P500/BARRAGrowthIndexFund,IVW,"$3,071.70"
1099,NSTAR,NST,"$3,069.70"
1100,SonocoProductsCompany,SON,"$3,069.40"
1101,"Level3Communications,Inc.",LVLT,"$3,065.90"
1102,SemiconductorManufacturingInternationalCorporation,SMI,"$3,065.10"
1103,"AlamosaHoldings,Inc.",APCS,"$3,063.50"
1104,"InternationaFlavors&Fragrances,Inc.",IFF,"$3,061.50"
1105,iSharesS&P500/BARRAValueIndexFund,IVE,"$3,058.10"
1106,AluminumCorporationofChinaLtd,ACH,"$3,055.70"
1107,InvestorsFinancialServicesCorp.,IFIN,"$3,050.30"
1108,MolexIncorporated,MOLX,"$3,046.10"
1109,"Unitrin,Inc.",UTR,"$3,044.80"
1110,"ArdenRealty,Inc.",ARI,"$3,040.70"
1111,"ReinsuranceGroupofAmerica,Incorporated",RGA,"$3,038.10"
1112,BOKFinancialCorporation,BOKF,"$3,035.00"
1113,PanamsatHoldingCorporation,PA,"$3,031.80"
1114,ImCloneSystemsIncorporated,IMCL,"$3,025.20"
1115,AstoriaFinancialCorporation,AF,"$3,023.00"
1116,"AdvancedMedicalOptics,Inc.",EYE,"$3,019.90"
1117,"HillenbrandIndustries,Inc.",HB,"$3,016.90"
1118,CromptonCorporation,CEM,"$3,015.50"
1119,ChicagoBridge&IronCompanyN.V.,CBI,"$3,015.20"
1120,"AlliedWasteIndustries,Inc.",AW,"$3,006.10"
1121,"BeazerHomesUSA,Inc.",BZH,"$2,996.70"
1122,FrontlineLtd.,FRO,"$2,990.80"
1123,RadioshackCorporation,RSH,"$2,988.70"
1124,"Airgas,Inc.",ARG,"$2,986.10"
1125,"Claire'sStores,Inc.",CLE,"$2,984.00"
1126,NortheastUtilities,NU,"$2,983.40"
1127,WarnerMusicGroupCorp.,WMG,"$2,982.60"
1128,"SmithfieldFoods,Inc.",SFD,"$2,981.80"
1129,"PerkinElmer,Inc.",PKI,"$2,974.30"
1130,"ADCTelecommunications,Inc.",ADCT,"$2,962.10"
1131,SelectSectorSPDRFund-EnergySelectSector,XLE,"$2,929.20"
1132,TeekayShippingCorporation,TK,"$2,929.00"
1133,"Cullen/FrostBankers,Inc.",CFR,"$2,927.90"
1134,"Rambus,Inc.",RMBS,"$2,925.40"
1135,"AmericanFinancialGroup,Inc.",AFG,"$2,917.60"
1136,GeneralMotorsCorporation,GPM,"$2,910.40"
1137,NISSINCOLTD,NIS,"$2,903.60"
1138,"YRCWorldwide,Inc.",YRCW,"$2,894.20"
1139,CheesecakeFactoryIncorporated(The),CAKE,"$2,893.80"
1140,FORDMTRCOCAPTRII,F^S,"$2,893.50"
1141,"GildanActivewear,Inc.",GIL,"$2,892.30"
1142,"AMTEK,Inc.",AME,"$2,887.40"
1143,ScientificGamesCorp,SGMS,"$2,877.10"
1144,AVXCorporation,AVX,"$2,871.50"
1145,"RyderSystem,Inc.",R,"$2,868.60"
1146,"Fair,IsaacandCompany,Incorporated",FIC,"$2,865.40"
1147,BrandywineRealtyTrust,BDN,"$2,864.20"
1148,EnergenCorporation,EGN,"$2,859.50"
1149,iSharesRussell2000ValueIndexFund,IWN,"$2,853.60"
1150,NovaChemicalsCorporation,NCX,"$2,844.10"
1151,"DonaldsonCompany,Inc.",DCI,"$2,843.50"
1152,AlliantTechsystemsInc.,ATK,"$2,840.10"
1153,WestCorporation,WSTC,"$2,836.80"
1154,ForestCityEnterprisesInc,FCE/A,"$2,831.00"
1155,"M.D.C.Holdings,Inc.",MDC,"$2,829.90"
1156,"ShurgardStorageCenters,Inc.",SHU,"$2,829.20"
1157,ShawGroupInc.(The),SGR,"$2,824.00"
1158,"Intercontinentalexchange,Inc.",ICE,"$2,818.80"
1159,FultonFinancialCorporation,FULT,"$2,817.60"
1160,"PanPacificRetailProperties,Inc.",PNP,"$2,816.50"
1161,"JLGIndustries,Inc.",JLG,"$2,814.80"
1162,WilmingtonTrustCorporation,WL,"$2,814.50"
1163,BuhrmannNv,BUH,"$2,812.90"
1164,CredicorpLtd.,BAP,"$2,812.60"
1165,SouthernUnionCompany,SUG,"$2,807.80"
1166,ResMedInc.,RMD,"$2,793.50"
1167,"Barnes&Noble,Inc.",BKS,"$2,790.60"
1168,"AGLResources,Inc.",ATG,"$2,780.10"
1169,NationalFuelGasCompany,NFG,"$2,779.00"
1170,ArthurJ.Gallagher&Co.,AJG,"$2,776.00"
1171,"SkyFinancialGroup,Inc.",SKYF,"$2,773.00"
1172,"IntegratedDeviceTechnology,Inc.",IDTI,"$2,772.90"
1173,CommercialMetalsCompany,CMC,"$2,769.60"
1174,Mack-CaliRealtyCorporation,CLI,"$2,767.80"
1175,FosterWheelerLtd.,FWLT,"$2,763.30"
1176,GoodyearTire&RubberCompany(The),GT,"$2,758.90"
1177,"ONEOK,Inc.",OKE,"$2,757.40"
1178,UnitCorporation,UNT,"$2,754.40"
1179,GracoInc.,GGG,"$2,754.10"
1180,ValsparCorporation(The),VAL,"$2,746.50"
1181,TODCO,THE,"$2,743.70"
1182,"MDS,Inc.",MDZ,"$2,739.70"
1183,"LaidlawInternational,Inc.",LI,"$2,731.20"
1184,"Viacom,Inc.",VIA,"$2,728.30"
1185,BusinessObjectsS.A.,BOBJ,"$2,724.80"
1186,MeridianGoldInc.,MDG,"$2,724.30"
1187,Thomas&BettsCorporation,TNB,"$2,717.90"
1188,"StanCorpFinancialGroup,Inc.",SFG,"$2,715.30"
1189,PetrobrasEnergiaParticipacionesSA,PZE,"$2,703.40"
1190,"CBL&AssociatesProperties,Inc.",CBL,"$2,697.60"
1191,UnitedStatesCellularCorporation,USM,"$2,691.00"
1192,"Diebold,Incorporated",DBD,"$2,687.10"
1193,TitaniumMetalsCorporation,TIE,"$2,686.90"
1194,"ThornburgMortgage,Inc.",TMA,"$2,685.40"
1195,SaksIncorporated,SKS,"$2,683.80"
1196,"VishayIntertechnology,Inc.",VSH,"$2,682.20"
1197,"CNF,Inc.",CNF,"$2,681.80"
1198,FrontierOilCorporation,FTO,"$2,679.10"
1199,"PennNationalGaming,Inc.",PENN,"$2,677.60"
1200,BankofHawaiiCorporation,BOH,"$2,677.10"
1201,StandardPacificLp,SPF,"$2,669.40"
1202,"SiliconLaboratories,Inc.",SLAB,"$2,658.30"
1203,SierraPacificResources,SRP,"$2,650.10"
1204,iSharesLehmanAggregateBondFund,AGG,"$2,644.00"
1205,"DollarTreeStores,Inc.",DLTR,"$2,638.30"
1206,"Stericycle,Inc.",SRCL,"$2,637.20"
1207,"W&TOffshore,Inc.",WTI,"$2,633.90"
1208,NalcoHoldingCompany,NLC,"$2,633.50"
1209,RelianceSteel&AluminumCompany,RS,"$2,632.20"
1210,"KinderMorganManagement,LLC",KMR,"$2,626.60"
1211,"IndyMacBancorp,Inc.",NDE,"$2,625.10"
1212,NationalInstrumentsCorporation,NATI,"$2,618.90"
1213,FRESENIUSMEDCAREAG,FMS^,"$2,615.40"
1214,"BlackRock,Inc.",BLK,"$2,613.90"
1215,GolLinhasAereasInteligentesS.A.,GOL,"$2,612.20"
1216,ValleyNationalBancorp,VLY,"$2,607.30"
1217,AllmericaFinancialCorporation,THG,"$2,601.50"
1218,EmdeonCorporation,HLTH,"$2,598.70"
1219,"Respironics,Inc.",RESP,"$2,596.80"
1220,GentexCorporation,GNTX,"$2,594.80"
1221,"LaureateEducation,Inc.",LAUR,"$2,592.90"
1222,"TEPPCOPartners,L.P.",TPP,"$2,592.20"
1223,FairfaxFinancialHoldingsLtd,FFH,"$2,589.70"
1224,PrimeWestEnergyTrust,PWI,"$2,588.30"
1225,InternationalRectifierCorporation,IRF,"$2,574.80"
1226,"NewPlanExcelRealtyTrust,Inc.",NXL,"$2,569.20"
1227,Gen-ProbeIncorporated,GPRO,"$2,563.10"
1228,"F5Networks,Inc.",FFIV,"$2,556.80"
1229,"BREProperties,Inc.",BRE,"$2,554.60"
1230,TeleflexIncorporated,TFX,"$2,554.10"
1231,EdwardsLifesciencesCorporation,EW,"$2,553.40"
1232,VideshSancharNigamLimited,VSL,"$2,549.30"
1233,TRWAutomotiveHoldingsCorporation,TRW,"$2,547.90"
1234,"KineticConcepts,Inc.",KCI,"$2,544.40"
1235,FlowserveCorporation,FLS,"$2,541.50"
1236,J.M.SmuckerCompany(The),SJM,"$2,539.20"
1237,"Affymetrix,Inc.",AFFX,"$2,534.00"
1238,WebsterFinancialCorporation,WBS,"$2,527.50"
1239,CabotOil&GasCorporation,COG,"$2,525.40"
1240,CNHGlobalN.V.,CNH,"$2,523.10"
1241,"TrinityIndustries,Inc.",TRN,"$2,501.60"
1242,WescoFinancialCorporation,WSC,"$2,492.00"
1243,PackagingCorporationofAmerica,PKG,"$2,487.00"
1244,SCORS.A.,SCO,"$2,477.50"
1245,"LandstarSystem,Inc.",LSTR,"$2,475.60"
1246,MethanexCorporation,MEOH,"$2,472.10"
1247,PioneerCorporation,PIO,"$2,470.50"
1248,St.MaryLand,SM,"$2,468.50"
1249,"CooperCompanies,Inc.(The)",COO,"$2,466.90"
1250,CabotCorporation,CBT,"$2,466.30"
1251,"WalterIndustries,Inc.",WLT,"$2,463.80"
1252,"IDEXXLaboratories,Inc.",IDXX,"$2,462.50"
1253,OGEEnergyCorporation,OGE,"$2,458.90"
1254,DanielsonHoldingCorporation,CVA,"$2,442.30"
1255,"Duff&PhelpsUtilitiesIncome,Inc.",DNP,"$2,441.60"
1256,"NationwideFinancialServices,Inc.",NFS,"$2,439.60"
1257,PugetSoundEnergy,PSD,"$2,435.20"
1258,StoltOffshoreS.A.,SOSA,"$2,434.20"
1259,ServiceCorporationInternational,SCI,"$2,426.20"
1260,"ARMHoldings,plc",ARMHY,"$2,425.30"
1261,AberDiamondCorporation,ABER,"$2,423.90"
1262,AnnTaylorStoresCorporation,ANN,"$2,422.30"
1263,"AmericanPharmaceuticalPartners,Inc.",APPX,"$2,421.80"
1264,"UniversalHealthServices,Inc.",UHS,"$2,417.50"
1265,"ThorIndustries,Inc.",THO,"$2,417.40"
1266,CenterPointPropertiesTrust,CNT,"$2,417.10"
1267,HerbalifeLTD.,HLF,"$2,414.30"
1268,Havas,HAVS,"$2,414.10"
1269,LanChileS.A.,LFL,"$2,411.00"
1270,"LihirGold,Limited",LIHRY,"$2,409.20"
1271,ConvergysCorporation,CVG,"$2,407.80"
1272,"Tektronix,Inc.",TEK,"$2,407.50"
1273,IDEXCorporation,IEX,"$2,406.60"
1274,"Mettler-ToledoInternational,Inc.",MTD,"$2,405.80"
1275,CompanhiaBrasileiradeDistribuicao,CBD,"$2,401.80"
1276,Agnico-EagleMinesLimited,AEM,"$2,399.00"
1277,"FairchildSemiconductorInternational,Inc.",FCS,"$2,396.30"
1278,iSharesRussell2000GrowthIndexFund,IWO,"$2,395.70"
1279,"USAirwaysGroup,Inc.New",LCC,"$2,395.00"
1280,MolexIncorporated,MOLXA,"$2,382.50"
1281,KerznerInternationalLimited,KZL,"$2,374.70"
1282,AmerusGroupCompany,AMH,"$2,373.10"
1283,"DowJones&Company,Inc.",DJ,"$2,371.90"
1284,"Church&DwightCompany,Inc.",CHD,"$2,367.20"
1285,Cleveland-CliffsInc.,CLF,"$2,365.00"
1286,iSharesRussell1000IndexFund,IWB,"$2,364.60"
1287,CompanhiadesaneamentoBasicoDoEstadoDeSaoPau,SBS,"$2,362.70"
1288,iSharesS&PMidCap400/BarraValueIndexFund,IJJ,"$2,348.40"
1289,MillsCorporation(The),MLS,"$2,346.20"
1290,TMCorporateBondFund,LQD,"$2,343.90"
1291,MaxtorCorporation,MXO,"$2,336.80"
1292,"Harte-Hanks,Inc.",HHS,"$2,335.30"
1293,CapitolFederalFinancial,CFFN,"$2,332.20"
1294,TechDataCorporation,TECD,"$2,328.00"
1295,"EnbridgeEnergy,LimitedPartnership",EEP,"$2,325.30"
1296,Snap-OnIncorporated,SNA,"$2,324.70"
1297,CIENACorporation,CIEN,"$2,323.50"
1298,CypressSemiconductorCorporation,CY,"$2,320.00"
1299,MahanagarTelephoneNigamLtd,MTE,"$2,318.40"
1300,HubbellIncA,HUB/B,"$2,313.70"
1301,"Hologic,Inc.",HOLX,"$2,309.70"
1302,"Alexander&Baldwin,Inc.",ALEX,"$2,307.20"
1303,EducationManagementCorporation,EDMC,"$2,301.10"
1304,Dresser-RandGroupInc.,DRC,"$2,301.00"
1305,"Netease.com,Inc.",NTES,"$2,297.30"
1306,AdesaInc,KAR,"$2,293.00"
1307,AlleghanyCorporation,Y,"$2,292.10"
1308,CytecIndustriesInc.,CYT,"$2,287.50"
1309,"VCAAntech,Inc.",WOOF,"$2,286.30"
1310,UnisysCorporation,UIS,"$2,283.10"
1311,"UnitedRentals,Inc.",URI,"$2,281.60"
1312,"Copart,Inc.",CPRT,"$2,279.30"
1313,"SierraHealthServices,Inc.",SIE,"$2,277.50"
1314,HOVNANIANENTERPRISESINC,HOV,"$2,275.10"
1315,PolarisIndustriesInc.,PII,"$2,274.00"
1316,CarpenterTechnologyCorporation,CRS,"$2,272.00"
1317,"EssexPropertyTrust,Inc.",ESS,"$2,271.20"
1318,"WESCOInternational,Inc.",WCC,"$2,270.60"
1319,"LennoxInternational,Inc.",LII,"$2,264.80"
1320,"LeapWirelessInternational,Inc.",LEAP,"$2,263.00"
1321,"MoneygramInternational,Inc.",MGI,"$2,262.10"
1322,NewCenturyFinancialCorp.,NEW,"$2,259.60"
1323,KennametalInc.,KMT,"$2,255.10"
1324,UGICorporation,UGI,"$2,253.80"
1325,HRPTPropertiesTrust,HRP,"$2,251.80"
1326,CraneCompany,CR,"$2,248.10"
1327,JetBlueAirwaysCorporation,JBLU,"$2,246.70"
1328,"NeurocrineBiosciences,Inc.",NBIX,"$2,244.10"
1329,WPSResourcesCorporation,WPS,"$2,242.90"
1330,PhiladelphiaConsolidatedHoldingCorp.,PHLY,"$2,239.80"
1331,"RPM,Inc.",RPM,"$2,235.10"
1332,"Cogent,Inc.",COGT,"$2,233.00"
1333,"ADTRAN,Inc.",ADTN,"$2,232.00"
1334,"CNETNetworks,Inc.",CNET,"$2,230.40"
1335,Sanmina-SCICorporation,SANM,"$2,229.40"
1336,AgereSystemsInc,AGR,"$2,221.90"
1337,CompagnieGeneraledeGeophysique,GGY,"$2,220.70"
1338,"Alkermes,Inc.",ALKS,"$2,217.60"
1339,TechneCorporation,TECH,"$2,210.00"
1340,BenettonGroupSPA,BNG,"$2,194.40"
1341,HollyCorporation,HOC,"$2,193.90"
1342,ROYALBKSCOTLANDGROUPPLC,RBS^F,"$2,193.50"
1343,BrookdaleSeniorLivingInc.,BKD,"$2,190.40"
1344,TriContinentalCorporation,TY,"$2,183.30"
1345,TravelersPropertyCasualtyCorporation,TPK,"$2,182.80"
1346,"UNOVA,Inc.",IN,"$2,180.40"
1347,"BJ'sWholesaleClub,Inc.",BJ,"$2,173.90"
1348,EnduranceSpecialtyHoldingsLtd,ENH,"$2,173.60"
1349,MeredithCorporation,MDP,"$2,173.30"
1350,CalamosStrategicTotalReturn,CSQ,"$2,169.40"
1351,"PediatrixMedicalGroup,Inc.",PDX,"$2,165.90"
1352,"TelephoneandDataSystems,Inc.",TDS,"$2,160.60"
1353,TeleCelularSulParticipacoesS.A.,TSU,"$2,160.40"
1354,PetroleumGeo-ServicesAsa,PGS,"$2,159.40"
1355,"SuperiorEnergyServices,Inc.",SPN,"$2,157.00"
1356,BeloCorporation,BLC,"$2,153.60"
1357,TrimbleNavigationLimited,TRMB,"$2,152.80"
1358,"HealthCareREIT,Inc.",HCN,"$2,143.30"
1359,FMCCorporation,FMC,"$2,142.20"
1360,CrescentRealEstateEquitiesCompany,CEI,"$2,142.10"
1361,CarrAmericaRealtyCorporation,CRE,"$2,141.50"
1362,MerrillLynchBiotechHOLDRS,BBH,"$2,139.50"
1363,"AmericanRealEstatePartners,L.P.",ACP,"$2,139.00"
1364,"Valhi,Inc.",VHI,"$2,132.90"
1365,DelMonteFoodsCompany,DLM,"$2,132.70"
1366,GreatPlainsEnergyInc,GXP,"$2,131.00"
1367,"RPC,Inc.",RES,"$2,130.00"
1368,URSCorporation,URS,"$2,127.90"
1369,CarlisleCompaniesIncorporated,CSL,"$2,124.40"
1370,AtmosEnergyCorporation,ATO,"$2,124.30"
1371,"HawaiianElectricIndustries,Inc.",HE,"$2,123.50"
1372,HuanengPowerIntl,HNP,"$2,117.40"
1373,AracruzCeluloseS.A.,ARA,"$2,115.60"
1374,"FoundryNetworks,Inc.",FDRY,"$2,108.50"
1375,CharteredSemiconductorManufacturingLtd.,CHRT,"$2,105.30"
1376,"MSCIndustrialDirectCompany,Inc.",MSM,"$2,102.70"
1377,InteractiveDataCorporation,IDC,"$2,101.50"
1378,SanJuanBasinRoyaltyTrust,SJT,"$2,101.10"
1379,CAEINC,CGT,"$2,100.20"
1380,"WashingtonFederal,Inc.",WFSL,"$2,099.00"
1381,FirstMeritCorporation,FMER,"$2,098.90"
1382,R.H.DonnelleyCorporation,RHD,"$2,092.40"
1383,WhitneyHoldingCorporation,WTNY,"$2,083.30"
1384,VectrenCorporation,VVC,"$2,082.00"
1385,SCPPoolCorporation,POOL,"$2,078.20"
1386,TELEPHONE&DATASYSINC,TDS/S,"$2,078.20"
1387,"EastWestBancorp,Inc.",EWBC,"$2,076.30"
1388,ColonialPropertiesTrust,CLP,"$2,070.10"
1389,AndrewCorporation,ANDW,"$2,070.00"
1390,"AvidTechnology,Inc.",AVID,"$2,069.60"
1391,"NorthernBorderPartners,L.P.",NBP,"$2,067.00"
1392,JonesLangLaSalleIncorporated,JLL,"$2,062.80"
1393,MaverickTubeCorporation,MVK,"$2,062.40"
1394,"HermanMiller,Inc.",MLHR,"$2,057.40"
1395,AnteonInternationalCorporation,ANT,"$2,053.90"
1396,SeaboardCorporation,SEB,"$2,053.10"
1397,CBRLGroupInc.,CBRL,"$2,052.60"
1398,HyperionSolutionsCorporation,HYSL,"$2,045.80"
1399,WestlakeChemicalCorporation,WLK,"$2,044.40"
1400,AlbemarleCorporation,ALB,"$2,040.60"
1401,"OverseasShipholdingGroup,Inc.",OSG,"$2,034.70"
1402,"KosPharmaceuticals,Inc.",KOSP,"$2,034.60"
1403,FirstMarbleheadCorporation(The),FMD,"$2,032.40"
1404,PaneraBreadCompany,PNRA,"$2,024.10"
1405,FocusMediaHoldingLimited,FMCN,"$2,023.80"
1406,BoiseCascadeCorporation,OMX,"$2,022.70"
1407,DistribucionyServicio,DYS,"$2,022.30"
1408,AspenInsuranceHoldingsLimited,AHL,"$2,015.40"
1409,AcxiomCorporation,ACXM,"$2,014.50"
1410,"ManitowocCompany,Inc.",MTW,"$2,011.80"
1411,ZenithNationalInsuranceCorporation,ZNT,"$2,011.80"
1412,"CornProductsInternational,Inc.",CPO,"$2,011.10"
1413,GATXCorporation,GMT,"$2,009.50"
1414,TractorSupplyCompany,TSCO,"$2,009.00"
1415,"OilStatesInternational,Inc.",OIS,"$2,006.40"
1416,"FoundationCoalHoldings,Inc.",FCL,"$2,002.80"
1417,"SteelDynamics,Inc.",STLD,"$2,000.80"
1418,BurlingtonCoatFactoryCorporation,BCF,"$2,000.30"
1419,"Abgenix,Inc.",ABGX,"$1,998.60"
1420,"FirstIndustrialRealtyTrust,Inc.",FR,"$1,995.90"
1421,"Palm,Inc.",PALM,"$1,991.30"
1422,"KoreaFund,Inc.(The)",KF,"$1,987.60"
1423,TelespCelularParticipacoesS.A.,TCP,"$1,985.20"
1424,"AlexandriaRealEstateEquities,Inc.",ARE,"$1,984.70"
1425,"MetLife,Inc.",MEU,"$1,980.00"
1426,"Cree,Inc.",CREE,"$1,977.60"
1427,MicrosemiCorporation,MSCC,"$1,973.90"
1428,"AptarGroup,Inc.",ATR,"$1,972.90"
1429,MentorCorporation,MNT,"$1,970.10"
1430,NationalFinancialPartnersCorporation,NFP,"$1,967.30"
1431,WacoalHoldingsCorporation,WACLY,"$1,966.20"
1432,"Neustar,Inc.",NSR,"$1,963.90"
1433,"Celestica,Inc.",CLS,"$1,962.80"
1434,CompuCreditCorporation,CCRT,"$1,962.60"
1435,"Carter's,Inc.",CRI,"$1,960.90"
1436,Dr.Reddy'sLaboratoriesLtd,RDY,"$1,959.40"
1437,MagellanMidstreamPartnersL.P.,MMP,"$1,959.40"
1438,ColumbiaSportswearCompany,COLM,"$1,954.90"
1439,KilroyRealtyCorporation,KRC,"$1,954.90"
1440,"Sybase,Inc.",SY,"$1,953.90"
1441,RealtyIncomeCorporation,O,"$1,949.20"
1442,SouthFinancialGroupInc.(The),TSFG,"$1,947.10"
1443,HansenNaturalCorporation,HANS,"$1,946.90"
1444,DesarrolladoraHomex,HXM,"$1,943.00"
1445,"Dillard's,Inc.",DDS,"$1,941.50"
1446,CompaniadeTelecomunicacionesdeChileS.A.,CTC,"$1,933.70"
1447,FactSetResearchSystemsInc.,FDS,"$1,930.20"
1448,HexcelCorporation,HXL,"$1,927.70"
1449,ONSemiconductorCorporation,ONNN,"$1,927.30"
1450,OhioCasualtyCorporation,OCAS,"$1,917.30"
1451,"CheniereEnergy,Inc.",LNG,"$1,916.50"
1452,ASSUREDGUARANTYLTD,AGO,"$1,916.00"
1453,ToroCompany(The),TTC,"$1,915.20"
1454,"NuveenMunicipalValueFund,Inc.",NUV,"$1,912.60"
